rtype	rid	timestamp	properties	linkedEntities
rating.explicit	44	1362066113	{"rating":8}	{"subject":"user:14","object":"movie:1853728"}
rating.explicit	45	1363386814	{"rating":7}	{"subject":"user:15","object":"movie:0882977"}
rating.explicit	46	1363386839	{"rating":7}	{"subject":"user:15","object":"movie:1623205"}
rating.explicit	47	1363474061	{"rating":7}	{"subject":"user:15","object":"movie:1772341"}
rating.explicit	48	1363386611	{"rating":8}	{"subject":"user:15","object":"movie:1855199"}
rating.explicit	49	1363393993	{"rating":7}	{"subject":"user:16","object":"movie:1142977"}
rating.explicit	50	1362439896	{"rating":7}	{"subject":"user:16","object":"movie:1386703"}
rating.explicit	51	1363040958	{"rating":8}	{"subject":"user:16","object":"movie:2040560"}
rating.explicit	52	1363487799	{"rating":9}	{"subject":"user:17","object":"movie:1320082"}
rating.explicit	53	1363486788	{"rating":5}	{"subject":"user:17","object":"movie:1623205"}
rating.explicit	54	1362493786	{"rating":10}	{"subject":"user:18","object":"movie:1235522"}
rating.explicit	55	1362432459	{"rating":9}	{"subject":"user:19","object":"movie:1164999"}
rating.explicit	56	1362432428	{"rating":7}	{"subject":"user:19","object":"movie:1276104"}
rating.explicit	57	1362776241	{"rating":9}	{"subject":"user:20","object":"movie:0405094"}
rating.explicit	58	1362878164	{"rating":7}	{"subject":"user:21","object":"movie:1545759"}
rating.explicit	59	1363160434	{"rating":7}	{"subject":"user:21","object":"movie:1741542"}
rating.explicit	60	1363060146	{"rating":7}	{"subject":"user:22","object":"movie:1389137"}
rating.explicit	61	1362803487	{"rating":7}	{"subject":"user:22","object":"movie:1623205"}
rating.explicit	62	1362603726	{"rating":10}	{"subject":"user:23","object":"movie:1255953"}
rating.explicit	63	1362604154	{"rating":7}	{"subject":"user:23","object":"movie:1879030"}
rating.explicit	64	1362896296	{"rating":8}	{"subject":"user:24","object":"movie:1623205"}
rating.explicit	65	1362949334	{"rating":10}	{"subject":"user:25","object":"movie:1872818"}
rating.explicit	66	1362161029	{"rating":5}	{"subject":"user:26","object":"movie:1212419"}
rating.explicit	67	1363283352	{"rating":6}	{"subject":"user:26","object":"movie:1351685"}
rating.explicit	68	1363104089	{"rating":7}	{"subject":"user:27","object":"movie:0031235"}
rating.explicit	69	1362149739	{"rating":9}	{"subject":"user:27","object":"movie:0110413"}
rating.explicit	70	1362504063	{"rating":7}	{"subject":"user:27","object":"movie:0113277"}
rating.explicit	71	1363015196	{"rating":6}	{"subject":"user:27","object":"movie:0116242"}
rating.explicit	72	1362421474	{"rating":10}	{"subject":"user:27","object":"movie:0119488"}
rating.explicit	73	1362421354	{"rating":8}	{"subject":"user:27","object":"movie:1024648"}
rating.explicit	74	1363015163	{"rating":7}	{"subject":"user:27","object":"movie:1067583"}
rating.explicit	75	1362421540	{"rating":6}	{"subject":"user:27","object":"movie:1560747"}
rating.explicit	76	1363449883	{"rating":9}	{"subject":"user:28","object":"movie:0086879"}
rating.explicit	77	1363449640	{"rating":9}	{"subject":"user:28","object":"movie:0887912"}
rating.explicit	78	1363449295	{"rating":8}	{"subject":"user:28","object":"movie:1045658"}
rating.explicit	79	1363449441	{"rating":7}	{"subject":"user:28","object":"movie:1074638"}
rating.explicit	80	1363449160	{"rating":5}	{"subject":"user:28","object":"movie:1596350"}
rating.explicit	81	1363449338	{"rating":9}	{"subject":"user:28","object":"movie:1790885"}
rating.explicit	82	1362963439	{"rating":8}	{"subject":"user:29","object":"movie:1675434"}
rating.explicit	83	1363474500	{"rating":9}	{"subject":"user:30","object":"movie:0441909"}
rating.explicit	84	1362176786	{"rating":9}	{"subject":"user:30","object":"movie:0443272"}
rating.explicit	85	1362789713	{"rating":10}	{"subject":"user:30","object":"movie:0765443"}
rating.explicit	86	1362427612	{"rating":3}	{"subject":"user:30","object":"movie:1810697"}
rating.explicit	87	1362165307	{"rating":7}	{"subject":"user:31","object":"movie:0382932"}
rating.explicit	88	1362198064	{"rating":6}	{"subject":"user:31","object":"movie:1014759"}
rating.explicit	89	1362155928	{"rating":7}	{"subject":"user:31","object":"movie:1542344"}
rating.explicit	90	1362829265	{"rating":6}	{"subject":"user:32","object":"movie:0043338"}
rating.explicit	91	1362064047	{"rating":8}	{"subject":"user:32","object":"movie:0064665"}
rating.explicit	92	1363477307	{"rating":4}	{"subject":"user:32","object":"movie:0098354"}
rating.explicit	93	1362063653	{"rating":5}	{"subject":"user:32","object":"movie:0118799"}
rating.explicit	94	1363459179	{"rating":6}	{"subject":"user:32","object":"movie:0118884"}
rating.explicit	95	1362063879	{"rating":4}	{"subject":"user:32","object":"movie:0338013"}
rating.explicit	96	1362611080	{"rating":7}	{"subject":"user:32","object":"movie:1013753"}
rating.explicit	97	1363469191	{"rating":5}	{"subject":"user:32","object":"movie:1186830"}
rating.explicit	98	1363177917	{"rating":4}	{"subject":"user:32","object":"movie:1297919"}
rating.explicit	99	1363480499	{"rating":3}	{"subject":"user:32","object":"movie:1540761"}
rating.explicit	100	1362818851	{"rating":4}	{"subject":"user:32","object":"movie:1701990"}
rating.explicit	101	1363043058	{"rating":4}	{"subject":"user:32","object":"movie:1753584"}
rating.explicit	102	1362259788	{"rating":4}	{"subject":"user:32","object":"movie:1816597"}
rating.explicit	103	1362199094	{"rating":3}	{"subject":"user:32","object":"movie:1945062"}
rating.explicit	104	1363217611	{"rating":3}	{"subject":"user:32","object":"movie:1959332"}
rating.explicit	105	1362860573	{"rating":8}	{"subject":"user:33","object":"movie:1212450"}
rating.explicit	106	1362271257	{"rating":9}	{"subject":"user:34","object":"movie:1707386"}
rating.explicit	107	1362606618	{"rating":3}	{"subject":"user:35","object":"movie:1216520"}
rating.explicit	108	1362874967	{"rating":10}	{"subject":"user:36","object":"movie:0361748"}
rating.explicit	109	1362874890	{"rating":10}	{"subject":"user:36","object":"movie:0363163"}
rating.explicit	110	1362865271	{"rating":7}	{"subject":"user:37","object":"movie:1839492"}
rating.explicit	111	1362604671	{"rating":10}	{"subject":"user:38","object":"movie:1045658"}
rating.explicit	112	1363546567	{"rating":7}	{"subject":"user:38","object":"movie:1446714"}
rating.explicit	113	1362692767	{"rating":4}	{"subject":"user:38","object":"movie:2023587"}
rating.explicit	114	1362950169	{"rating":9}	{"subject":"user:39","object":"movie:0054195"}
rating.explicit	115	1362863939	{"rating":10}	{"subject":"user:39","object":"movie:0389860"}
rating.explicit	116	1362853559	{"rating":10}	{"subject":"user:39","object":"movie:0810913"}
rating.explicit	117	1363304223	{"rating":7}	{"subject":"user:40","object":"movie:0100318"}
rating.explicit	118	1363303404	{"rating":7}	{"subject":"user:40","object":"movie:0449059"}
rating.explicit	119	1362782697	{"rating":5}	{"subject":"user:40","object":"movie:1234548"}
rating.explicit	120	1362873782	{"rating":5}	{"subject":"user:40","object":"movie:1582507"}
rating.explicit	121	1363386954	{"rating":8}	{"subject":"user:40","object":"movie:1637725"}
rating.explicit	122	1362313694	{"rating":8}	{"subject":"user:40","object":"movie:1907668"}
rating.explicit	123	1362926710	{"rating":9}	{"subject":"user:41","object":"movie:0246578"}
rating.explicit	124	1362927046	{"rating":7}	{"subject":"user:41","object":"movie:0323120"}
rating.explicit	125	1362787077	{"rating":8}	{"subject":"user:41","object":"movie:1024648"}
rating.explicit	126	1362877945	{"rating":6}	{"subject":"user:41","object":"movie:2027154"}
rating.explicit	127	1362301017	{"rating":7}	{"subject":"user:42","object":"movie:0903624"}
rating.explicit	128	1362410101	{"rating":10}	{"subject":"user:42","object":"movie:1723811"}
rating.explicit	129	1362365032	{"rating":9}	{"subject":"user:43","object":"movie:0088944"}
rating.explicit	130	1363318569	{"rating":8}	{"subject":"user:43","object":"movie:0975645"}
rating.explicit	131	1363223927	{"rating":9}	{"subject":"user:43","object":"movie:1349451"}
rating.explicit	132	1363307774	{"rating":8}	{"subject":"user:43","object":"movie:1588334"}
rating.explicit	133	1363229326	{"rating":9}	{"subject":"user:43","object":"movie:1704573"}
rating.explicit	134	1362448205	{"rating":7}	{"subject":"user:43","object":"movie:1727252"}
rating.explicit	135	1363312705	{"rating":7}	{"subject":"user:43","object":"movie:1862079"}
rating.explicit	136	1363493797	{"rating":10}	{"subject":"user:44","object":"movie:0367959"}
rating.explicit	137	1362829150	{"rating":7}	{"subject":"user:45","object":"movie:2024432"}
rating.explicit	138	1362176214	{"rating":10}	{"subject":"user:46","object":"movie:0454876"}
rating.explicit	139	1362090199	{"rating":10}	{"subject":"user:46","object":"movie:1024648"}
rating.explicit	140	1362363504	{"rating":10}	{"subject":"user:47","object":"movie:0113649"}
rating.explicit	141	1362754672	{"rating":10}	{"subject":"user:48","object":"movie:0181689"}
rating.explicit	142	1363406375	{"rating":7}	{"subject":"user:49","object":"movie:0454876"}
rating.explicit	143	1362939522	{"rating":7}	{"subject":"user:49","object":"movie:1659337"}
rating.explicit	144	1362535364	{"rating":6}	{"subject":"user:50","object":"movie:1628055"}
rating.explicit	145	1363001568	{"rating":8}	{"subject":"user:51","object":"movie:1024648"}
rating.explicit	146	1362955741	{"rating":6}	{"subject":"user:51","object":"movie:1623205"}
rating.explicit	147	1362344151	{"rating":8}	{"subject":"user:51","object":"movie:1707386"}
rating.explicit	148	1362188731	{"rating":8}	{"subject":"user:52","object":"movie:0486655"}
rating.explicit	149	1362257898	{"rating":6}	{"subject":"user:53","object":"movie:1629757"}
rating.explicit	150	1362875454	{"rating":9}	{"subject":"user:54","object":"movie:1454029"}
rating.explicit	151	1362918239	{"rating":8}	{"subject":"user:55","object":"movie:1438173"}
rating.explicit	152	1363350623	{"rating":8}	{"subject":"user:55","object":"movie:1748227"}
rating.explicit	153	1362399182	{"rating":6}	{"subject":"user:55","object":"movie:1844643"}
rating.explicit	154	1363404770	{"rating":7}	{"subject":"user:56","object":"movie:1855325"}
rating.explicit	155	1362371084	{"rating":9}	{"subject":"user:57","object":"movie:1855199"}
rating.explicit	156	1362270931	{"rating":9}	{"subject":"user:58","object":"movie:1045658"}
rating.explicit	157	1363562098	{"rating":9}	{"subject":"user:59","object":"movie:0114746"}
rating.explicit	158	1363484087	{"rating":10}	{"subject":"user:59","object":"movie:1649419"}
rating.explicit	159	1363476496	{"rating":7}	{"subject":"user:60","object":"movie:2053463"}
rating.explicit	160	1362192293	{"rating":9}	{"subject":"user:61","object":"movie:0203009"}
rating.explicit	161	1363061522	{"rating":10}	{"subject":"user:62","object":"movie:0385002"}
rating.explicit	162	1362324595	{"rating":6}	{"subject":"user:63","object":"movie:1428538"}
rating.explicit	163	1362350030	{"rating":7}	{"subject":"user:64","object":"movie:1024648"}
rating.explicit	164	1362350081	{"rating":8}	{"subject":"user:64","object":"movie:1045658"}
rating.explicit	165	1362603020	{"rating":9}	{"subject":"user:65","object":"movie:0065938"}
rating.explicit	166	1362782333	{"rating":8}	{"subject":"user:66","object":"movie:0150662"}
rating.explicit	167	1362781989	{"rating":7}	{"subject":"user:66","object":"movie:0185125"}
rating.explicit	168	1362215832	{"rating":7}	{"subject":"user:66","object":"movie:0298203"}
rating.explicit	169	1362783521	{"rating":7}	{"subject":"user:66","object":"movie:0425413"}
rating.explicit	170	1362781642	{"rating":8}	{"subject":"user:66","object":"movie:0488085"}
rating.explicit	171	1362792321	{"rating":9}	{"subject":"user:66","object":"movie:1462758"}
rating.explicit	172	1362956297	{"rating":7}	{"subject":"user:67","object":"movie:0286112"}
rating.explicit	173	1362956257	{"rating":7}	{"subject":"user:67","object":"movie:0373074"}
rating.explicit	174	1362695770	{"rating":7}	{"subject":"user:67","object":"movie:1772341"}
rating.explicit	175	1362501266	{"rating":9}	{"subject":"user:68","object":"movie:1024648"}
rating.explicit	176	1362921132	{"rating":6}	{"subject":"user:68","object":"movie:1433108"}
rating.explicit	177	1362851470	{"rating":7}	{"subject":"user:68","object":"movie:1706593"}
rating.explicit	178	1362917246	{"rating":10}	{"subject":"user:69","object":"movie:1145144"}
rating.explicit	179	1362917521	{"rating":10}	{"subject":"user:69","object":"movie:1623205"}
rating.explicit	180	1362847814	{"rating":8}	{"subject":"user:70","object":"movie:1045658"}
rating.explicit	181	1362847230	{"rating":7}	{"subject":"user:70","object":"movie:1623205"}
rating.explicit	182	1362847832	{"rating":6}	{"subject":"user:70","object":"movie:1772341"}
rating.explicit	183	1362693810	{"rating":10}	{"subject":"user:71","object":"movie:0343818"}
rating.explicit	184	1362776054	{"rating":8}	{"subject":"user:72","object":"movie:0110148"}
rating.explicit	185	1363468920	{"rating":8}	{"subject":"user:72","object":"movie:0363988"}
rating.explicit	186	1362955998	{"rating":8}	{"subject":"user:72","object":"movie:0464141"}
rating.explicit	187	1362097991	{"rating":8}	{"subject":"user:72","object":"movie:0890885"}
rating.explicit	188	1362346617	{"rating":7}	{"subject":"user:72","object":"movie:1056067"}
rating.explicit	189	1363288068	{"rating":8}	{"subject":"user:72","object":"movie:1532945"}
rating.explicit	190	1362614942	{"rating":10}	{"subject":"user:73","object":"movie:0454876"}
rating.explicit	191	1362082805	{"rating":9}	{"subject":"user:73","object":"movie:1907668"}
rating.explicit	192	1362512366	{"rating":10}	{"subject":"user:74","object":"movie:1707386"}
rating.explicit	193	1363255404	{"rating":5}	{"subject":"user:75","object":"movie:0790628"}
rating.explicit	194	1362887693	{"rating":9}	{"subject":"user:75","object":"movie:1226240"}
rating.explicit	195	1363325211	{"rating":6}	{"subject":"user:75","object":"movie:1235522"}
rating.explicit	196	1362513429	{"rating":10}	{"subject":"user:75","object":"movie:1371111"}
rating.explicit	197	1362968566	{"rating":7}	{"subject":"user:75","object":"movie:1441951"}
rating.explicit	198	1363085378	{"rating":6}	{"subject":"user:75","object":"movie:1623205"}
rating.explicit	199	1362595648	{"rating":8}	{"subject":"user:75","object":"movie:1784538"}
rating.explicit	200	1362655717	{"rating":7}	{"subject":"user:75","object":"movie:2053463"}
rating.explicit	201	1363507361	{"rating":7}	{"subject":"user:75","object":"movie:2091963"}
rating.explicit	202	1362301014	{"rating":3}	{"subject":"user:75","object":"movie:2244901"}
rating.explicit	203	1362710183	{"rating":9}	{"subject":"user:76","object":"movie:1336608"}
rating.explicit	204	1363563690	{"rating":9}	{"subject":"user:77","object":"movie:1024648"}
rating.explicit	205	1362760262	{"rating":8}	{"subject":"user:78","object":"movie:1772341"}
rating.explicit	206	1362364119	{"rating":8}	{"subject":"user:79","object":"movie:0454876"}
rating.explicit	207	1362364157	{"rating":8}	{"subject":"user:79","object":"movie:1024648"}
rating.explicit	208	1362364047	{"rating":8}	{"subject":"user:79","object":"movie:1045658"}
rating.explicit	209	1362364227	{"rating":6}	{"subject":"user:79","object":"movie:1632547"}
rating.explicit	210	1362941708	{"rating":8}	{"subject":"user:79","object":"movie:1659337"}
rating.explicit	211	1362264458	{"rating":3}	{"subject":"user:79","object":"movie:1999995"}
rating.explicit	212	1362857749	{"rating":6}	{"subject":"user:79","object":"movie:2309788"}
rating.explicit	213	1362288767	{"rating":10}	{"subject":"user:80","object":"movie:1862079"}
rating.explicit	214	1362853214	{"rating":8}	{"subject":"user:81","object":"movie:1623205"}
rating.explicit	215	1363553555	{"rating":7}	{"subject":"user:82","object":"movie:2023587"}
rating.explicit	216	1362230446	{"rating":9}	{"subject":"user:83","object":"movie:0454876"}
rating.explicit	217	1362248629	{"rating":9}	{"subject":"user:83","object":"movie:1045658"}
rating.explicit	218	1363573048	{"rating":8}	{"subject":"user:84","object":"movie:0174856"}
rating.explicit	219	1363565088	{"rating":8}	{"subject":"user:85","object":"movie:1232829"}
rating.explicit	220	1363565050	{"rating":5}	{"subject":"user:85","object":"movie:1646987"}
rating.explicit	221	1363057184	{"rating":8}	{"subject":"user:86","object":"movie:0122136"}
rating.explicit	222	1363231699	{"rating":8}	{"subject":"user:86","object":"movie:0317248"}
rating.explicit	223	1362717335	{"rating":5}	{"subject":"user:86","object":"movie:0353969"}
rating.explicit	224	1362670219	{"rating":9}	{"subject":"user:86","object":"movie:0369702"}
rating.explicit	225	1362973915	{"rating":10}	{"subject":"user:86","object":"movie:0385277"}
rating.explicit	226	1362891496	{"rating":7}	{"subject":"user:86","object":"movie:0416960"}
rating.explicit	227	1363472134	{"rating":8}	{"subject":"user:86","object":"movie:1263750"}
rating.explicit	228	1363367352	{"rating":8}	{"subject":"user:86","object":"movie:1426378"}
rating.explicit	229	1362590955	{"rating":4}	{"subject":"user:86","object":"movie:1682180"}
rating.explicit	230	1363257011	{"rating":6}	{"subject":"user:87","object":"movie:1428538"}
rating.explicit	231	1363293923	{"rating":7}	{"subject":"user:87","object":"movie:2053463"}
rating.explicit	232	1362866164	{"rating":6}	{"subject":"user:88","object":"movie:1024648"}
rating.explicit	233	1362827027	{"rating":9}	{"subject":"user:88","object":"movie:1853728"}
rating.explicit	234	1362897216	{"rating":8}	{"subject":"user:88","object":"movie:2306745"}
rating.explicit	235	1363278863	{"rating":10}	{"subject":"user:89","object":"movie:2125608"}
rating.explicit	236	1363503751	{"rating":8}	{"subject":"user:90","object":"movie:1412386"}
rating.explicit	237	1362146079	{"rating":8}	{"subject":"user:91","object":"movie:0021884"}
rating.explicit	238	1363331119	{"rating":7}	{"subject":"user:91","object":"movie:0042792"}
rating.explicit	239	1362493093	{"rating":9}	{"subject":"user:91","object":"movie:0065088"}
rating.explicit	240	1363472020	{"rating":7}	{"subject":"user:91","object":"movie:0070155"}
rating.explicit	241	1362956983	{"rating":7}	{"subject":"user:91","object":"movie:0091778"}
rating.explicit	242	1362419009	{"rating":8}	{"subject":"user:91","object":"movie:1682180"}
rating.explicit	243	1363460306	{"rating":8}	{"subject":"user:91","object":"movie:2063781"}
rating.explicit	244	1362270373	{"rating":8}	{"subject":"user:92","object":"movie:1772341"}
rating.explicit	245	1362333598	{"rating":6}	{"subject":"user:93","object":"movie:0278504"}
rating.explicit	246	1363557233	{"rating":7}	{"subject":"user:94","object":"movie:1389137"}
rating.explicit	247	1363386434	{"rating":7}	{"subject":"user:95","object":"movie:1024648"}
rating.explicit	248	1363386391	{"rating":7}	{"subject":"user:95","object":"movie:1758830"}
rating.explicit	249	1363025964	{"rating":10}	{"subject":"user:96","object":"movie:1606384"}
rating.explicit	250	1362227844	{"rating":10}	{"subject":"user:97","object":"movie:1772341"}
rating.explicit	251	1362368392	{"rating":7}	{"subject":"user:98","object":"movie:0936501"}
rating.explicit	252	1362368356	{"rating":6}	{"subject":"user:98","object":"movie:1397280"}
rating.explicit	253	1362595927	{"rating":5}	{"subject":"user:99","object":"movie:0184791"}
rating.explicit	254	1362352902	{"rating":6}	{"subject":"user:100","object":"movie:0795351"}
rating.explicit	255	1362959449	{"rating":2}	{"subject":"user:100","object":"movie:1104001"}
rating.explicit	256	1363551705	{"rating":5}	{"subject":"user:100","object":"movie:1486192"}
rating.explicit	257	1363039946	{"rating":8}	{"subject":"user:100","object":"movie:1588334"}
rating.explicit	258	1362867612	{"rating":6}	{"subject":"user:100","object":"movie:1707392"}
rating.explicit	259	1363483448	{"rating":8}	{"subject":"user:101","object":"movie:1911644"}
rating.explicit	260	1362277360	{"rating":7}	{"subject":"user:102","object":"movie:0120885"}
rating.explicit	261	1363477084	{"rating":9}	{"subject":"user:102","object":"movie:0421715"}
rating.explicit	262	1362972806	{"rating":8}	{"subject":"user:102","object":"movie:0427944"}
rating.explicit	263	1362328943	{"rating":10}	{"subject":"user:102","object":"movie:1345836"}
rating.explicit	264	1363231831	{"rating":7}	{"subject":"user:102","object":"movie:1560747"}
rating.explicit	265	1362315797	{"rating":7}	{"subject":"user:103","object":"movie:1790885"}
rating.explicit	266	1363035510	{"rating":7}	{"subject":"user:104","object":"movie:1623205"}
rating.explicit	267	1362267106	{"rating":6}	{"subject":"user:104","object":"movie:1904996"}
rating.explicit	268	1362083821	{"rating":2}	{"subject":"user:105","object":"movie:1321860"}
rating.explicit	269	1363226813	{"rating":5}	{"subject":"user:106","object":"movie:1397280"}
rating.explicit	270	1362869010	{"rating":4}	{"subject":"user:106","object":"movie:2109184"}
rating.explicit	271	1363096883	{"rating":6}	{"subject":"user:107","object":"movie:1680133"}
rating.explicit	272	1362906178	{"rating":10}	{"subject":"user:108","object":"movie:0443272"}
rating.explicit	273	1362684336	{"rating":9}	{"subject":"user:109","object":"movie:0469494"}
rating.explicit	274	1362804338	{"rating":10}	{"subject":"user:110","object":"movie:0120586"}
rating.explicit	275	1362865856	{"rating":10}	{"subject":"user:111","object":"movie:1623205"}
rating.explicit	276	1363134630	{"rating":8}	{"subject":"user:112","object":"movie:0112431"}
rating.explicit	277	1362800467	{"rating":7}	{"subject":"user:112","object":"movie:0837562"}
rating.explicit	278	1363548964	{"rating":6}	{"subject":"user:112","object":"movie:0903624"}
rating.explicit	279	1362281492	{"rating":5}	{"subject":"user:112","object":"movie:1045658"}
rating.explicit	280	1362985720	{"rating":6}	{"subject":"user:112","object":"movie:1499658"}
rating.explicit	281	1362534291	{"rating":6}	{"subject":"user:112","object":"movie:1602098"}
rating.explicit	282	1362807842	{"rating":8}	{"subject":"user:112","object":"movie:1649419"}
rating.explicit	283	1362722429	{"rating":6}	{"subject":"user:112","object":"movie:1673434"}
rating.explicit	284	1362310762	{"rating":7}	{"subject":"user:113","object":"movie:1074638"}
rating.explicit	285	1362310720	{"rating":7}	{"subject":"user:113","object":"movie:1606378"}
rating.explicit	286	1362858409	{"rating":8}	{"subject":"user:114","object":"movie:1194173"}
rating.explicit	287	1362292818	{"rating":7}	{"subject":"user:114","object":"movie:1320253"}
rating.explicit	288	1363532126	{"rating":7}	{"subject":"user:114","object":"movie:1592525"}
rating.explicit	289	1362327591	{"rating":8}	{"subject":"user:114","object":"movie:1734433"}
rating.explicit	290	1362317593	{"rating":7}	{"subject":"user:114","object":"movie:1764651"}
rating.explicit	291	1363478609	{"rating":8}	{"subject":"user:115","object":"movie:0119822"}
rating.explicit	292	1362347214	{"rating":6}	{"subject":"user:115","object":"movie:0285823"}
rating.explicit	293	1362452802	{"rating":7}	{"subject":"user:115","object":"movie:1119646"}
rating.explicit	294	1363326051	{"rating":4}	{"subject":"user:115","object":"movie:1502404"}
rating.explicit	295	1363327296	{"rating":8}	{"subject":"user:115","object":"movie:1521197"}
rating.explicit	296	1362806842	{"rating":7}	{"subject":"user:115","object":"movie:1535438"}
rating.explicit	297	1362187495	{"rating":8}	{"subject":"user:116","object":"movie:1386703"}
rating.explicit	298	1363462860	{"rating":9}	{"subject":"user:116","object":"movie:1454029"}
rating.explicit	299	1362935048	{"rating":7}	{"subject":"user:117","object":"movie:0121164"}
rating.explicit	300	1362953935	{"rating":6}	{"subject":"user:117","object":"movie:0848228"}
rating.explicit	301	1362865770	{"rating":6}	{"subject":"user:117","object":"movie:1641252"}
rating.explicit	302	1362871371	{"rating":4}	{"subject":"user:117","object":"movie:1707392"}
rating.explicit	303	1363409898	{"rating":7}	{"subject":"user:118","object":"movie:1623205"}
rating.explicit	304	1362743054	{"rating":9}	{"subject":"user:119","object":"movie:1623205"}
rating.explicit	305	1362754012	{"rating":8}	{"subject":"user:120","object":"movie:1647483"}
rating.explicit	306	1362928603	{"rating":9}	{"subject":"user:121","object":"movie:0114369"}
rating.explicit	307	1362925389	{"rating":8}	{"subject":"user:121","object":"movie:1772341"}
rating.explicit	308	1362417183	{"rating":7}	{"subject":"user:122","object":"movie:1351685"}
rating.explicit	309	1363111564	{"rating":8}	{"subject":"user:122","object":"movie:1623205"}
rating.explicit	310	1362771864	{"rating":8}	{"subject":"user:123","object":"movie:1560747"}
rating.explicit	311	1362572826	{"rating":4}	{"subject":"user:123","object":"movie:1629757"}
rating.explicit	312	1362651389	{"rating":3}	{"subject":"user:123","object":"movie:2024432"}
rating.explicit	313	1362397806	{"rating":8}	{"subject":"user:123","object":"movie:2125608"}
rating.explicit	314	1363441654	{"rating":9}	{"subject":"user:124","object":"movie:0348150"}
rating.explicit	315	1362752829	{"rating":6}	{"subject":"user:124","object":"movie:1397280"}
rating.explicit	316	1362479595	{"rating":8}	{"subject":"user:125","object":"movie:0975645"}
rating.explicit	317	1362696697	{"rating":8}	{"subject":"user:125","object":"movie:1964624"}
